,neg,neu,pos,compound
fascists are blocking president bidens student debt relief planfascist maga assholes in ne and fascist maga judges are helping them they are not republicans the republican party is gone so if you dont get some of your loans forgiven its because of fascists not joe,0.261,0.567,0.172,-0.6705
biden administration allocates 900 million for electric vehicle chargers should be spent on veterans medical care for cancer patients and those americans who are below the poverty level ,0.214,0.696,0.089,-0.6705
i think ill retype this every day until 118 you are aware that the insane and unscientific decision by biden and big pharmas cdc to add these shots to the childhood schedule now means your states vote for governor in nov will decide if your kids take them for life right,0.103,0.897,0.0,-0.6705
a lot of what weve done has not kick in yet are you freaking kidding me so biden is saying the plan is for things to get much worse red wave cant come soon enough,0.154,0.809,0.037,-0.6705
fetterman biden met yesterday but no one was allowed to record gee i wonder why it mustve been like a drunk stan laurel meets a drunk lou costello ,0.271,0.632,0.098,-0.6956
id tell joe biden to kiss my ass but hed probably enjoy it so ill just tell him to go fuck himself instead,0.315,0.509,0.175,-0.7131
im now convinced that democrats are going to get crushed in the midterms and that its powells fault for deliberately crushing the economy and bidens fault for reappointing powell and then not firing him,0.246,0.645,0.109,-0.7153
the price of gas is high corporate greed putins aggression but have you ever filled a tank in canada france the uk how is that bidens fault again,0.226,0.774,0.0,-0.7184
us has one of the lowest inflation rates gop against inflation control bill gop are trying to stop biden paying on federal educational debt if gop keep it from passing do not pay your bill,0.184,0.783,0.033,-0.7188
sleepy joe just reduced the deficit from 28 trillion to 14 trillionhe cut the deficit in halfno silly childish immature name you call him will change that factjoe biden is a bada thank you ,0.241,0.67,0.089,-0.7269
biden likes to say he reduced the deficit never mind that trumps failures on that had to do with s disappointing tenure and and others who caved to dems on social spending would have whipped their pimply butts #deficitsdomatter,0.195,0.744,0.061,-0.7269
psa biden has cut the federal deficit by 17 trillion dollars in under 2 years no other president has ever even come close to such a substantial cut,0.285,0.658,0.056,-0.743
democrats have set up a tent city for illegal immigrants with fluff and fold laundry tvs and xboxs paid for by taxpayers meanwhile 25 of americans have to skip thanksgiving due to democrat inflation all part of the dems build back broke agenda #fjb #biden #bidenflation,0.13,0.87,0.0,-0.7506
history shall not be kind to biden for not seizing upon the opportunity the fates have granted him to conquer britain in their time of weakness greatness was thrust upon him but he was too demented and mediocre to act the bald eagles weep,0.172,0.761,0.066,-0.7534
if ur sick of the clown circus shit show that is the biden administration plz get out and vote red,0.274,0.675,0.052,-0.765
having dementia is the least of our worries when it comes to biden hes the most compromised man to ever have the wh his relationship with china puts every single americans safety in jeopardy the chinese own our politicians our land they have police here terrifying,0.176,0.772,0.051,-0.7783
im not afraid to say the biden student loan infuriates me something awful along with all my friends how stupid do dems think we are,0.293,0.616,0.091,-0.7845
we have really failed to keep track of what a dumpster fire this country was from the federal government on down when trump left office and take for granted just how well things have went because of biden im not sure anyone else could have fixed half the mess he cleaned up,0.2,0.731,0.068,-0.7879
covid spending is coming to an end so biden claims he is reducing the deficit is he really this stupid,0.281,0.719,0.0,-0.7934
more than 23 million illegal immigrants have crossed the border in fiscal year 2022 breaking the record bidens adm set a year ago by 37 the total of the two recordsetting years of illegal migration under the biden administration is now 47 million 10222 newsmax,0.146,0.854,0.0,-0.802
difference between biden and hu jintao both old and not fit they are giving power to biden an elder abuse a constant humiliation to put him on stage and have him make fool of himself hu jintao is invited to assist cpc congress as sign of respect as ex china president,0.207,0.705,0.088,-0.8131
joe biden today on marjorie taylor greene and ted cruz who in the hell do they think they are joe biden when asked for his reaction to steve bannons prison sentence i never have a reaction to steve bannon dark brandon is going on mount rushmore,0.157,0.817,0.026,-0.8225
while you worry about feeding your family affording gas rising crime and heating your house this winter know that biden voters are worried about spending your money on their student loans and getting creampies,0.217,0.783,0.0,-0.8225
bidens an idiot harris sucks prove me wrong anytime,0.597,0.403,0.0,-0.836
folks if republicans get their way they will extend the donald tax cuts and add 3 trillion to the deficit biden has worked hard to cut this number lets not let the red devils have their way vote blue ,0.262,0.671,0.067,-0.8412
people i know from hs call biden evil they cant say why really they dont know his specific crimes though theyre convinced hunter is involved they just know hes evil because theyre fed an endless diet of newsmax foxnews and they cant tell truth from lie,0.198,0.753,0.05,-0.8427
biden the inflation reduction act will lower costs inflation increases biden no americans left in afghanistan hundreds of americans are still stranded behind enemy lines biden no new taxes on americans making under 400k taxes hike at every income level,0.219,0.781,0.0,-0.8442
grocery store prices inflation disease drought oil companies greed big corporations greed war not biden,0.437,0.563,0.0,-0.8519
dr biden the usual raft of bs about the president ensues i also have a stuttering problem i often have to close my eyes a couple of seconds to get my tongue in order ive been a caregiver around dementia patients and see no signs of it with biden political enemies do,0.195,0.805,0.0,-0.8555
 we are going to be leading a revolution in congress biden and his family will be a top target so will the cdc fbi doj doe dhs and many other government entities that have abused power this woman is a domestic terrorist who continues to threaten america,0.202,0.763,0.034,-0.8689
why arent you energy corporations fighting the lies of biden and democrats show some stones stop being cowardly,0.478,0.522,0.0,-0.8724
 is running on reimplementing masking and mandating covid vaccines hes running on gun control open borders thug coddling and expanding bidens disastrous policies in florida and hes shocked hes losing by double digits,0.279,0.721,0.0,-0.8807
i was mistaken yesterday right now many of our ohio stations are over 4 a gal some very close to 5 which it soon will be when this hoax biden is pulling for the midterms by using the reserves ends the guy is a stone liar about prices coming down dems are 2 stupid to see it,0.198,0.802,0.0,-0.8904
info that the news wont report on biden breaks his annual record with 23m illegal border crossings biden predictably released his recordbreaking illegal migrant border crossing data friday a whopping total of 47m illegal border crossings in 2 years,0.241,0.759,0.0,-0.8957
so the left was angry rightly so when mike lindell was invited to the oval office but why no complaints when biden invites the equally disturbed dylan mulvaney mulvaney is an adult man who newly identifies as a young girl and refers to womens vaginas as barbie pouches,0.217,0.783,0.0,-0.8979
had to block joe biden today tired of looking at the stupid sht that someone is writing for the idiot,0.439,0.561,0.0,-0.91
a reminder that oilgas companies continue to rob americans blind by price gouging and they pay fascist republicans to blame it all on biden so that they can all make their many billions as democracy crumbles it should be bigger news,0.281,0.719,0.0,-0.9136
dems should be hammering over over not in any order maga threat to democracy crime rate much higher in red states mass shootings gun violence are crimes bodily autonomy under assault bidendems saved us economy from worldwide inflation wpolicies,0.325,0.623,0.053,-0.9371
hey magats say what you want about president biden but at least he didnt let over 1 million americans die from covid while he was simultaneously selling our top secret information to our enemies so fuck you,0.316,0.617,0.067,-0.948
