,neg,neu,pos,compound
this new google pixel 7 pro is legit,0.0,1.0,0.0,0.0
pixel 7 for 50k,0.0,1.0,0.0,0.0
thinking about finally upgrading my 4 year old pixel 3 phone for a pixel 7 pro tomorrowtoday coincidentally i got the 3 on new years eve 2018 literally right before seeing porter robinson for the first time and the new phone would be right before seeing porter again next week,0.0,1.0,0.0,0.0
i has pixel 7 pro now ,0.0,1.0,0.0,0.0
only grabbed the pixel 7 pro from this yr so its that by default,0.0,1.0,0.0,0.0
some clown ordered a pixel 6 screen protector for their pixel 7 pro,0.0,1.0,0.0,0.0
main e sim is in pixel 7 now and pixel watch replaced aw how long for lets see if it makes ttuk tomorrow ,0.0,1.0,0.0,0.0
pixel 7 5 days ,0.0,1.0,0.0,0.0
google pixel 7 pro,0.0,1.0,0.0,0.0
pixel 7 pro and im a ios user ,0.0,1.0,0.0,0.0
should i exchange realme 2 pro for pixel 7 what do you suggest #pixel7 getting around 52k off and 725k on sbi card,0.0,1.0,0.0,0.0
should i get a google pixel 7,0.0,1.0,0.0,0.0
hmm im thinking about either buying a pixel 7 next week or getting a tattoo,0.0,1.0,0.0,0.0
my google pixel 7 has finally arrived,0.0,1.0,0.0,0.0
galaxy s22 vs pixel 7 vs iphone 13 the differences are so few i cant pick anymore,0.0,1.0,0.0,0.0
i ordered a pixel 7,0.0,1.0,0.0,0.0
so i did a thing todaygot the google pixel 7 pro n got the new pixel watch ,0.0,1.0,0.0,0.0
left pixel 7 pro right iphone 14 pro,0.0,1.0,0.0,0.0
the back of my new pixel 7 pro is so slick when i set it on a glass table it shimmies around not just to its own hapticssoundsjust ambient noise and air movements,0.0,1.0,0.0,0.0
got a new phone today pixel 7 pro its 5g so when does it activate the nanobots they couldnt tell me in store,0.0,1.0,0.0,0.0
he has the 14 pro instead of the pixel 7,0.0,1.0,0.0,0.0
pixel 7 pro dey go on waa,0.0,1.0,0.0,0.0
this pixel 7 pro is a must cop,0.0,1.0,0.0,0.0
the google pixel 7 pro is soooooo smooooooth,0.0,1.0,0.0,0.0
pixel 7 sale is on but where is the bank offer ,0.0,1.0,0.0,0.0
shot on pixel 7,0.0,1.0,0.0,0.0
google pixel 6a ou google pixel 7,0.0,1.0,0.0,0.0
im just thinking about my pixel 7 pro ,0.0,1.0,0.0,0.0
do you think pixel 7 series will change the fortune for google in india,0.0,1.0,0.0,0.0
hes testing the pixel 7 rn,0.0,1.0,0.0,0.0
quick tap doesnt work on pixel 7 pro,0.0,1.0,0.0,0.0
i guess i will just get an iphone since pixel 7 is never in stock on ,0.0,1.0,0.0,0.0
thats it im returning my pixel 7 pro ,0.0,1.0,0.0,0.0
should i buy a pixel 7 or a zenfone 9,0.0,1.0,0.0,0.0
imagine if the pixel 7 came with a usb c to aux,0.0,1.0,0.0,0.0
pixel 7 pro is shipped ,0.0,1.0,0.0,0.0
i get so much more pop ups on my pixel 7 pro than my s22 ultra i use google on the pixel and samsung internet on the s22 ultra,0.0,1.0,0.0,0.0
2018 oneplus 6t 2019 oneplus 7 pro 2020 s20 fe 2021 pixel 6 pros22 ultra 2022 pixel 7 pro ,0.0,1.0,0.0,0.0
pixel 7 pro right,0.0,1.0,0.0,0.0
also the s22 ultra and pixel 7 pro,0.0,1.0,0.0,0.0
google pixel 7 pro ,0.0,1.0,0.0,0.0
pixel 7 is not a competition for the plus,0.0,1.0,0.0,0.0
the past week since getting the pixel 7 pro has basically been this receive notification with vibration long press go to the notification settings disable vibration for it examine other notification channels for the same app disable vibration repeat for other apps,0.0,1.0,0.0,0.0
i need a pixel 7 pro,0.0,1.0,0.0,0.0
step 1 get a pixel 7 pro step 2 ,0.0,1.0,0.0,0.0
in india doesnt have any option to buy power adaptor for pixel 7 series its not available on and google isnt selling it on any other website though they are selling pixel 7 series in india without charging adaptor ,0.0,1.0,0.0,0.0
what will be your pick between pixel 7 and moto edge 30 ultra,0.0,1.0,0.0,0.0
is there really need for case for the white color pixel 7 pro ,0.0,1.0,0.0,0.0
should i get a pixel 7 pro ,0.0,1.0,0.0,0.0
go android pixel 7 itll change your life,0.0,1.0,0.0,0.0
pixel 7 pro anytime anyday,0.0,1.0,0.0,0.0
ordered a pixel 7 in snow,0.0,1.0,0.0,0.0
when will the pixel 7 pro be back in stock ,0.0,1.0,0.0,0.0
i ordered pixel 7 looking forward to receiving ,0.0,1.0,0.0,0.0
guess i am not getting a pixel 7 canceled order because was taking too long ,0.0,1.0,0.0,0.0
im getting my pixel 7 pro next week,0.0,1.0,0.0,0.0
pixel 7 reviews are tempting me,0.0,1.0,0.0,0.0
shessssh abhi you got your hands on pixel 7 already,0.0,1.0,0.0,0.0
obviously go with pixel 7 the pixel 6a heats up way more compared to pixel 7,0.0,1.0,0.0,0.0
pixel 7 or pixel 7 pro or just stick with galaxy s21 or s22 ultra ,0.0,1.0,0.0,0.0
push some images of moon to see the quality of pixel 7,0.0,1.0,0.0,0.0
the google pixel 7 isnt even that expensive wawu,0.0,1.0,0.0,0.0
by owning a pixel 7 pro ,0.0,1.0,0.0,0.0
every time i tell myself i dont need the pixel 7 pro i keep seeing tweets that tell me otherwise,0.0,1.0,0.0,0.0
pixel 7 is underwhelming,0.0,1.0,0.0,0.0
nigerian students dey buy pixel 7 omo,0.0,1.0,0.0,0.0
hear me out the pixel 7 needs to have an ultra version,0.0,1.0,0.0,0.0
i think pixel 7 or 7 pro,0.0,1.0,0.0,0.0
pixel 7 pro cuz of the software,0.0,1.0,0.0,0.0
pixel 7 is also fhd,0.0,1.0,0.0,0.0
shouldve given that pixel 7 pro a shot,0.0,1.0,0.0,0.0
i throwed my 13 pro max and got the pixel 7 pro ,0.0,1.0,0.0,0.0
man s22 ultra is 6 months olds23 ultra wil beat pixel 7 and 14 pro,0.0,1.0,0.0,0.0
its pixel 7,0.0,1.0,0.0,0.0
pixel 7 review,0.0,1.0,0.0,0.0
pixel 7 pro hands down,0.0,1.0,0.0,0.0
iphone 14 pro or pixel 7 pro what would you suggest,0.0,1.0,0.0,0.0
no battery anxiety for me on the pixel 7 i went to bed last with 55 and didnt charge it on purpose and the battery is just now at 13 lol im gucci,0.112,0.807,0.081,-0.0258
not having a great experience with googles support after reporting issues with my newly purchased pixel 7 pro theyre taking me through the ringer of the same stuff safe mode booting factory resets etc the unit is very likely faulty but i have to repeat myself ,0.084,0.834,0.081,-0.0351
got the pixel 7 pro aint ever going back to pos cough cough sorry ios ,0.091,0.909,0.0,-0.0772
also worth noting that when comparing a pixel and galaxy of the same year so s22 and pixel 7 they both will stop getting os updates on the same version because pixels always get the newest one s22 started on a12 will get a16 pixel 7 started on a13 will get a16,0.043,0.92,0.037,-0.0772
man that looks gorgeous ive been looking to get a case by the time my pixel 7 pro arrives but no such options here in india ,0.103,0.806,0.092,-0.0772
ive just switched back to a pixel 7 pro from an iphone 12 pro max and got the watch as a freebie promotion so i dont care if its worse than the apple watch most apple products outside the us are just too overpriced as good as they are,0.114,0.778,0.108,-0.0789
what use is image unblur when i cant get the pixel 7 pro to take a blurry image ,0.091,0.909,0.0,-0.1027
ill buy a pixel 7 if you promise to never say glizzybombers ever again,0.185,0.662,0.152,-0.128
the pixel 7 has officially been ordered now we wait any tips and tricks ,0.111,0.889,0.0,-0.128
i just upgraded to a pixel 7 this week and its 100 unlocked if im not mistaken they are legally not allowed to lock phones anymore could be wrong on that tho,0.095,0.797,0.108,-0.1506
i feel like crying because i dont have a pixel 7 ,0.292,0.472,0.236,-0.1531
google store is still offering 247 for pixel 3 tradeins towards the pixel 7 and 24450 for pixel 3 not in good condition cracked screenback etc also pixel 6a is down to 299 at google store target and amazon,0.063,0.892,0.045,-0.1793
i switched from an iphone 12 to a google pixel 7 since ios 16 messed up my whole phone and every android version of social media apps is ass everything on here loads up like aol dial up also the emojis are fugazi looking the emoji lookin like a halloween sugar cookie,0.107,0.801,0.091,-0.2263
forget that pixel 7 ,0.487,0.513,0.0,-0.2263
ill get the pixel 7 pro i dont know how but i will,0.174,0.826,0.0,-0.2263
sir ye log india me specially users ko majak samajhte h mereko kabhi kabar inka behaviour explicit lagta h ab iphone se 2022 pahele 42k launch kia ab 50k me bech rhe h 64gb inko sharam na arahi 50k price rkhte hue itne m discounted pixel 7s22 a jaega ipad 9th gen was good priced,0.076,0.85,0.074,-0.2732
no one is talking about how fast or slow does a pixel 7 takes to fully charge havent found a single video on this topic on yt did you check how fast does it charge or the pro version,0.059,0.941,0.0,-0.296
those who are buying pixel 7 pro in flipkart today at full price i pity you ,0.145,0.855,0.0,-0.296
stop hyping the phone half of the features you are talking about are not available in the rest of the world this is coming from someone who has the pixel 7 pro yet google markets all those features on their website and presentation as if they are all available right away,0.043,0.957,0.0,-0.296
why no pixel 7 pro in brunei ,0.306,0.694,0.0,-0.296
dude your pixel 7 isnt anything special ,0.311,0.689,0.0,-0.3089
cant completly confirm with pixel 7 pro sometimes it stutteres a little bit better than s22u but not as good as iphone 12 and 13 pro,0.115,0.817,0.067,-0.3178
i dont have this issue on my pixel 7 pro so strange,0.208,0.792,0.0,-0.3327
i didnt engage in the nonsense with a samsung fanboy who claimed my pixel 7 pro images were trash compared to his s22u but this tweet says a lot ,0.128,0.872,0.0,-0.3331
the google pixel 7 pro is crazy voice recorder transcribes speech to text without the internet omo me iphone ,0.124,0.876,0.0,-0.34
compared to the latest chips on the market the tensor g2 is not very efficient this impacts its battery life for someone like me who has to go on the road for work often and be away from a charger the pixel 7 pro battery life simply isnt good enough,0.094,0.858,0.048,-0.3516
pixel 7 series trashes iphone 14 series and high end crap chinese android phones,0.178,0.822,0.0,-0.3818
losing my edge to the kids with the pixel 7 pro camera,0.206,0.794,0.0,-0.3818
pixel 7 pro gets uncomfortably hot while scrolling on tiktok using a 5g network doesnt happen on the iphone 14 pro max,0.124,0.876,0.0,-0.4019
the voting in the last three live rounds of my still photo blind megatest will conclude in the next few hours after the 20 rounds which is your tip for for the victory pixel 7 pro iphone 14 pro galaxy s22 ultra or vivo x80 pro results have been very close so far,0.05,0.95,0.0,-0.4019
made it through an entire workday on the #pixel7 with less than 50 of battery and yall know i havent been babying this thing because ive been tweeting every five minutes the pixel 7 is a damn beast,0.074,0.926,0.0,-0.4019
most underrated part of the pixel 7 pro ill start haptics ,0.237,0.763,0.0,-0.4215
you cant text anything if your service is dead like mine and the person you replied too also the website is currently down is there a plan to get the pixel 7 phones working or not,0.111,0.825,0.064,-0.4215
ill show you the ropes with the pixel 7 pro camera kid,0.219,0.781,0.0,-0.4215
ive had more bugs on my pixel 7 pro than ios 16 since launch ugh ,0.177,0.823,0.0,-0.4215
pixel 7 considering the budget but here in india there is no service centre,0.189,0.811,0.0,-0.4215
whats up with the wallpapers why did you abandon living universe wallpapers also the pixel 6 series wallpapers did not carry over to the pixel 7 series,0.108,0.892,0.0,-0.4404
on android side benchmarks dont matter pixel 7 with weak procressor beats most expensive iphone in smoothness,0.221,0.779,0.0,-0.4541
anyone else pick up a google pixel 7 and find that the battery dies much faster than it should fully charged this morning 6am and have used it normally and its currently at 37 my threeyear old phone lasts longer thinking maybe i have a dud,0.093,0.907,0.0,-0.4754
anyone else noticing the pixel 7 doesnt have hdr in snapchattiktok yet did google give dates for it ive even noticed snapchat is worse on pixel 7 than pixel 6,0.107,0.893,0.0,-0.4767
the fingerprint sensor on the pixel 7 is significantly worse than the pixel 5 it rarely recognizes my fingerprints and i have to use face or pin unlock #pixel7 #teampixel,0.107,0.893,0.0,-0.4767
why should have partnered with any other ecommerce i have never ever got two weeks for a delivery of a product not even in the initial days of my online shopping in 2015 such a poor maintenance of pixel 7 sale in india ,0.077,0.923,0.0,-0.4767
pixel 6 was full of bugs and poor fingerprint reader google has fixed all that in pixel 7 so go for pixel 7 or iphone 13,0.124,0.876,0.0,-0.4767
ps my phone is almost completely shattered now so im picking a casetify impact case and buying the pixel 7 pro ,0.148,0.852,0.0,-0.4792
i have a pixel and at first glance if i had these photos in my gallery id choose to post the first one just looks better pixel 7 pro had a stumble here imo you can argue about details but overall the first impression is bad with this pixel photo,0.125,0.792,0.083,-0.4854
 seriously is it fastest finger first to buy google pixel 7 google pixel 7 pro why isnt it stocked in adequate quantity really disappointed,0.196,0.731,0.073,-0.4927
ahhhh from where you wan steal am pixel 5 is 200k pixel 7 is 439k,0.211,0.789,0.0,-0.4939
face unlock on the pixel 7 is not great at all ,0.268,0.732,0.0,-0.5096
sick thing about the pixel 7 is you can always swipe left,0.248,0.752,0.0,-0.5106
pixel 7 fingerprint recognition is absolutely terrible,0.404,0.596,0.0,-0.5256
im so so tempted to go for a dbrand grip case for my pixel 7 pro but ive been partial to mous cases for a while now and im so torn anyone using a grip case that can give me some feedback,0.085,0.915,0.0,-0.5306
bro this pixel 7 pro is too big for front pockets wtf does everyone else have small phones,0.192,0.808,0.0,-0.5859
the pixel 7 series is officially the default android phone no more of this samsung nonsense oneui is a bloatwarefilled nightmare of an os and bixby is hot garbage the pixel 7 series is android exactly the way it ought to be,0.117,0.883,0.0,-0.5994
a pixel fold yes pixel 7 pro hell no,0.504,0.296,0.2,-0.6249
i prefer android and the pixel 7 pro to my iphone but the watch is garbage still im going to keep testing for another few days shame you cant use apple watch with android,0.118,0.882,0.0,-0.631
pixel 7 pro that continues charging speed of up to 23w even with its misleading 30w charger is woefully slow even the iphone 14 pro charges at up to 27w this is a real everyday usage issue given its just ok battery life pixel wont be my daily while this persists,0.137,0.823,0.04,-0.6486
seem a bit of poor ux is confusing a lot of pixel 7 users right now if you unlock your phone with face authentication and then try to make a contactless payment via google pay the payment is declined and then youre asked to unlock your phone via fingerprint,0.132,0.868,0.0,-0.6597
now i officially have two phones main esim in my iphone 14 pro second esim in my pixel 7 pro which ill be switching back and forth between the standard pixel 7 ill use the second sim for all my android goodies 3 #googlepartner,0.128,0.872,0.0,-0.6808
stop lying ip13 has a higher pixel density than pixel 7,0.444,0.556,0.0,-0.6808
some terrible customer experience from both and new pixel 7 for my wife the display underneath the gorilla glass is clearly broken cracks all through it and no longer even displays anything three wont replace it as we didnt take out insurance 12,0.171,0.774,0.055,-0.6908
the year is 2022 and i am trying my hardest to take a blurry picture on the pixel 7 pro to test the unblur feature but i am failing miserably thanks google #pixel7 #pixel7pro,0.247,0.656,0.097,-0.714
hmm still no word from the google store about the pixel 7 tradein return kit no mention of the tradein on my order page either does it show the tradein for you anywhere on your order page im starting to think maybe something went wrong with my order,0.146,0.854,0.0,-0.7579
i will say its the pixel 7 that iphone design is still ugly for me i guess were just got to its ugliness just saying ,0.259,0.741,0.0,-0.7906
dude the freaking camera in pixel 7 pro is just killing all other flagships camera,0.375,0.625,0.0,-0.802
 ordered the pixel 7 pro with the watch offer and the money was taken from my account but later returned now my order has been cancelled without warning i cannot order using the same offer as there are no watches so disappointed,0.204,0.743,0.053,-0.8093
i am still testing the pixel 7 but the network reception on this phone is so bad that ive missed a lot of calls as this phone says i am out of network coverage jio works fine in my area but this phone makes it feel like a crap of a network lemme know if its only me #pixel7,0.189,0.729,0.083,-0.8396
